['urlkey', 'timestamp', 'original', 'mimetype', 'statuscode', 'digest', 'length']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.51', '20220127075311', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.51&r=stable', 'application/x-javascript', '200', 'ZUSP2ZHZRILPZDNNZGH2UOFQGERGPKRE', '90437']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.51', '20220127101511', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.51&r=stable', 'application/x-javascript', '200', 'OY2GMFFA526EGLDJ3YFKGOW3L6QPFDNN', '90243']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.51', '20220128120722', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.51&r=stable', 'application/x-javascript', '200', 'XUZGNBFHUN3BCDHOZ5SNVATN434QVGLK', '89985']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.51', '20220130090656', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.51&r=stable', 'application/x-javascript', '200', 'GDPVK5YKWMQTMBNS56MOYAOX2YYBBTWF', '89975']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.51', '20220131085844', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.51&r=stable', 'application/x-javascript', '200', 'JWRLOJWXVV4NN4MZCMKGPZCWR4BZNAOX', '90242']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220201120710', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'ZGAMUAWVT4OVKFZZS6263GXFODHSLD5V', '90450']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220202094905', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'LOJC7E52XYJGMWGE3ZLW5VPREPMRUBU3', '90453']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220203103742', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', '2CCREJHXBPDEFFQLNFN7LADXAWBN2QSL', '87880']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220204101806', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', '7DXJOSWNBK5KOZQRFPZYFODEYYBM2N25', '87880']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220205115512', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', '2GGCC4U5UQHXOEVFZ532772RVULRNYOM', '87879']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220206132619', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'WKOH3A57NKE4DUBYWBG5ZZILWQ6FAE4Q', '87868']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220207080355', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'XRQKZAXMME6KWAXVFMNKCU34QMP4WK2C', '87866']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220208103616', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'SKKJBOBLPJVPGYAGPUCFAOZUD7ZHKEJ7', '88041']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220209075143', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'URPNZ4NOIN3T2MFDVTKIN7SRFWFTZJLB', '91796']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220211160802', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'CJE737KORRH4AQVQ3PPVKS5JCRZKCEKJ', '87770']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220212144200', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', '2L5VP7KGGQ445MHRGB6X6EZ4YXHHBQNX', '88008']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220213131638', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'QYYLVX6POAA52LTISK5A62NTLX4II6R4', '87846']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220214105751', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', '4636ZKZVTHQITJ2Y3MSPBBC7CDPRO5P5', '87835']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220215094407', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'KSP44KYGN24PBZZZXXEEY52VGIDZCFQC', '87846']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220216125828', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'DPLSKALYU4SOOBEXS2ZERKRVWIHN527P', '87846']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220217091644', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', '5YRYEJI37PWMH3LOKQ764XFIOM5LC7TA', '87832']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220218102543', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'BUWL66QIMO5WDYWB2GGMPEPMLPTK54NJ', '87847']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220219104723', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'warc/revisit', '-', '4636ZKZVTHQITJ2Y3MSPBBC7CDPRO5P5', '1194']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220225120556', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'XXQZH2RQURMAVWOV2OMLUNN5Q7EJGY4H', '87847']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220226101017', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', '5FOXSQMSGDQOBQ3C5FUPVGZ3LZMW2EX2', '87843']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220227130159', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', '6XLLQGTCKNFCSQQZVGWMSW32MKQJDFR4', '87849']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220228181542', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'CNCU2ZZ7X7C4GXCAEZ5KZNISVNICTECX', '88023']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220301152106', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', 'ORMS5BHD2HNHCUIRVFGTKBFDME2MOGJ7', '88024']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.52', '20220302114357', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.52&r=stable', 'application/x-javascript', '200', '4HEUUKNGGAP22E3UISLXQK7CZI2VL5KP', '87837']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.55', '20220304185929', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.55&r=stable', 'application/x-javascript', '200', 'TA726PQHQTOALP7ZIXZE6W3EOVW5RGEG', '87584']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.55', '20220307073215', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.55&r=stable', 'application/x-javascript', '200', 'BGWOWZMK6QIKNAUFHHLADD2J35M2VWAA', '87850']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.55', '20220312104836', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.55&r=stable', 'application/x-javascript', '200', 'Z3IMW2JWAYSEN23TSM52GUCQGJS32JQZ', '85397']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220324082025', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'KFB6LQIK3VJ65Z5LCE3TNPU7G23IMPUK', '85681']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220326081201', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'YGGKEKKRDBGCOJQSQ5ISV5ZLO4XH6UIE', '85487']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220327080509', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'VEAYXSJDBOQTQDBOLSF3D744XLYA7ZHA', '85667']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220328120532', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', '2AIH3T7QXOCPYKAP5CTULYR6RDLAZNGA', '85062']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220331070803', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', '7R47CJ2DQXL24DYNS2MSPIBD3AVHWHZ3', '85255']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220401100448', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'IVOQ7ZBPPVUA4XDW4HJFFVD6FZGJFRUD', '86180']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220403083858', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'MO4CIQWV6IFNIHVX2TCCSQFUUSMW4BBE', '85922']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220404081059', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'G7MDWY2NZNC7Z2XFCW2UG5FMCR5CL4KC', '86372']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220405093903', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'XT4AB7RJTGMZIV7UWWX4GKDBFKGORXJN', '86180']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220406123932', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'T6KMBQAAZGUAVGGUHVKAN5PB5ZNVXUJY', '86338']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220412170403', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'KWYKVG3KXHSNWKJ7FWXA26CAMOXWQKTT', '86367']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220413083920', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'QUANEA6UPENMVNGOLKG2P2NUADDUMAGP', '86379']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220414080522', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'ZGKOAMGFYKEIHFZ3N76XLIJTKADSNMPH', '86382']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220415083547', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'TFQZIBPFS2JD3L6CZRIOFRCTSO6VHZZM', '86202']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220416083755', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'R34LNCUMLXHF3BI7G5OATB7CXZMGSDXZ', '86244']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220417084319', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', '2PNG6K2FI4YLR4WT23YYSTX46MGNHKHT', '86202']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220418092440', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', '4JAEK2OVACKO4GMDNAVZZHYUBGZJKCQM', '86375']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220419081316', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', '6OSFN5Z67QO44IFQSRZMHATHAPQVE3TO', '86191']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220420091809', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'C634X3WCO2FCRDS7PIDBWFBUVTW2X57L', '86186']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220422085929', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', '35OBSI55GIBR7WDZP3ZC2PFUULXYDLJB', '89226']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220423074448', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'BRSV2FXGYEPSFYN7BWYQO2WSSWRR2NGT', '89401']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220424075608', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', '5Q5D7UL4XBOCUHFB6LWG6A4DX5LYRCYT', '89392']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220425084753', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'EHVQX4D4R5FEQXEHO5BWQNNZ2LE2V2ZK', '89216']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220426080413', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'MOIFIH2VL3BV75PJUXKC3JSUKUXSMPNQ', '89393']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220427070618', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'Z6POTTHM6WVNK32WF5SCWKFXHTOQ2X2N', '89247']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220428065516', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'NKEKC34F6VAG6H3AYKMBJZ52LX2O3LJG', '89052']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220430082057', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'TA7A7IHWU5E3J3BV7RHNZO7FGAZOHZX3', '89060']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220501072745', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'V5RTQ4A4VFDGAEDEIAJSINKQ74RY65DZ', '89058']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220502081716', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', '4S5EGAPT4IOXVA5QO3HD3Q7A2RI66MR7', '89063']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220503084815', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'application/x-javascript', '200', 'OMG45S4MSRUXTFIA74R3URB4CTBLKGTA', '89233']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.57', '20220504093535', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.57&r=stable', 'warc/revisit', '-', 'Z6POTTHM6WVNK32WF5SCWKFXHTOQ2X2N', '1360']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.58', '20220505081048', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.58&r=stable', 'application/x-javascript', '200', '44V7OZJZINMKSX5HAWTNXRV237JO333D', '89051']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.58', '20220506080454', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.58&r=stable', 'application/x-javascript', '200', 'UVKC5Y53W2XBTS5QDOQ2HNKH42P5SH4R', '89097']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.58', '20220507082922', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.58&r=stable', 'application/x-javascript', '200', 'XML73E6TPZ2XXDYPMIAUA7XSUWQOSOLM', '89101']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.58', '20220508071423', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.58&r=stable', 'application/x-javascript', '200', '35AU3FJQSR5ZJGCRI6NVHL4Q4DXOBD7D', '89091']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.58', '20220509063431', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.58&r=stable', 'application/x-javascript', '200', 'QDLKWH4KR3L543EWMJSTU6O72QL7RDHZ', '89093']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.58', '20220510072556', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.58&r=stable', 'application/x-javascript', '200', 'JIIRSF5MHBAEXPMEJHOA3QQ4ACBSGGBD', '89108']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.59', '20220511061024', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.59&r=stable', 'application/x-javascript', '200', 'VFX55YWQ6TDOMMJNH7EP4VLSBRJSQU2D', '89289']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.59', '20220512074520', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.59&r=stable', 'application/x-javascript', '200', 'JXYLCU3H3TKWFV6OAMX6QMRXEH42HXXH', '89105']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.59', '20220513092443', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.59&r=stable', 'application/x-javascript', '200', '57IN2A27LBB6B3OZKB7QFLQTR4E3OMXR', '89090']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.59', '20220514061918', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.59&r=stable', 'application/x-javascript', '200', 'HWWETWYKELZATDZBTXB6WTKQFAECTDUW', '89282']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.59', '20220515063536', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.59&r=stable', 'application/x-javascript', '200', 'A53P66CZ22VY75S4XO4UPNNRUY4COJOP', '88830']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.59', '20220516065857', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.59&r=stable', 'application/x-javascript', '200', 'Y5W2WFHOZC3FBXMONNI65WTEZAC6IL5I', '89102']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.59', '20220531142549', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.59&r=stable', 'application/x-javascript', '200', 'QGMA5RIKFL33NC64KXYIZG6QAC6UROIL', '91464']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.6', '20200618151555', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.6&r=stable', 'application/x-javascript', '200', 'JRWVVYNIREQSLNM76XKFBMLDSGIVUMB7', '112306']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.60', '20220517075043', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.60&r=stable', 'application/x-javascript', '200', 'U4TR2LHFTK6FSTW5ZNGU6KWCGOEGR74P', '89092']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.60', '20220518060834', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.60&r=stable', 'application/x-javascript', '200', 'WZXMPRTK3TMTWYMPJVC2ZK3HQQZKRTHY', '89283']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.60', '20220519071835', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.60&r=stable', 'application/x-javascript', '200', 'RYCUM437ILQPOCIFNX3O55K6BKVNQSBB', '89093']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.60', '20220520064122', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.60&r=stable', 'application/x-javascript', '200', 'OWQV24355BCSCRBUTCVHHPZ2OHHWSSNM', '89277']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.60', '20220521075038', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.60&r=stable', 'application/x-javascript', '200', 'ZTQFDLMMVUWMWSIMYU7CZ4L6GXQ3I5JR', '89257']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.60', '20220522060438', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.60&r=stable', 'application/x-javascript', '200', 'GPUSIMXRWWA7ZUTVIHEXTAJ74UY6ZCVO', '89289']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.60', '20220523070645', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.60&r=stable', 'application/x-javascript', '200', 'WULATREJ5DG2J345XQLEQMDMDLAVOH5V', '89107']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.60', '20220524091914', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.60&r=stable', 'application/x-javascript', '200', '3SEOQIWZ7RZ7YITZNBVM6XBFI5YH4CUX', '89093']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220525091344', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'YO4FHUV4OQIPPXDXTZLONEO5FVHODUNF', '89105']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220526080718', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'BFSR3H42L3MYK27HSP5OD5O6H5RPBXCK', '88919']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220527081033', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'BP66I4B26QMOZZFNWELDJVMV5YPNXWKM', '88742']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220528082931', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'RAFPCNOKRGF5ON6KCFA5H24NW3TIHQNJ', '88750']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220529082706', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'NWF2J7FRVPICVAAQKNWM3TQLINYBHVQA', '88749']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220530084422', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'IVLTZ735IAD55ER25ZLUV4ZSVMSDPV4M', '88750']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220531085722', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'NSW5BOSHEKC33ITJMSZSCRPSCUSCTD4C', '88921']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220601075314', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'UWNA4GDPW5XCGLSLMSIXXCCBIX5Y64JI', '88736']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220602081724', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'JJJHDSESHBFSNYRWTIXEP4ZLWB7A7AQY', '88735']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220603153727', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', '3OECSBTTABGHSATHJC5UUCXQEYI4WFHV', '88745']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220604084351', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'VLPRQ2AVBDCK6GVT6OG6SAXMUV4VSZ3H', '88738']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220605074640', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'JELFQUU4GPCTPEBZXWZ474UY2S4RSERG', '88920']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220606095908', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'EIBMED5J4T755JXRSFNX44XGWLVIDKQD', '88926']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220607071006', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'D4J2DAIXALKVG6VYJIHAGNVPFOA7NR32', '88737']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.61', '20220608070328', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.61&r=stable', 'application/x-javascript', '200', 'QS37PCIVB5CEL7G7OMXGI2NKMGIOXL3E', '88919']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220611072237', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'SRGDKZRJ4RMSOY2VAIDINFINOFN4KABO', '85406']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220612062117', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', 'XO3V5RMPX56WLMARN22HBESFDUG7M5M7', '85398']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220613063317', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', '5ZTNQTNP6VKEFQIHFJEG2QVMPHHVBRK6', '85592']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220615072337', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', '5E5PUFDYY6ZRSXN3F5GWZHZ4YU65YXGG', '85120']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.62', '20220616065146', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.62&r=stable', 'application/x-javascript', '200', '45J4CHSKYQQBWW65CMND2JT3AJZBQIHU', '85403']
